image_path,crop,class,split,domain,width,height,candidate_count,selected_mask_area_pct,stability_score,predicted_iou,centroid_x,centroid_y,norm_centroid_dist,strat_a_success,strat_b_success,strat_c_success,selection_strategy,quality_category,retry_used,final_status
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Cercospora Leaf Spot/853__roi_backremoved.jpg,Pepper,Pepper_Cercospora_Leaf_Spot,test,Field,1179,1796,1,45.95,0.9393,0.9143,606,879,0.0248,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot915.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,6,48.04,0.9306,0.9095,122,143,0.0892,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot2706.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,7,46.59,0.9374,0.9134,123,133,0.0391,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/01940b6d-7dea-4889-a7b8-a35f4e9bba34___NREC_B.Spot_9120_180deg.JPG,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,13,50.36,0.9318,0.9114,122,113,0.0892,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___healthy/3b5f6152-09c6-4458-8e7a-fb0b1ff43ee8___JR_HL 5851.JPG",Pepper,Pepper_Healthy,test,Laboratory,256,256,14,51.17,0.9343,0.9134,120,139,0.0751,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___Bacterial_spot/a32c2976-7ef3-4dfa-95d8-c3c056b36012___JR_B.Spot 3145.JPG",Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,24,41.64,0.9272,0.9042,132,112,0.0911,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___Bacterial_spot/ad921dec-e88f-41d8-9455-0880c69063fc___NREC_B.Spot 9216.JPG",Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,5,50.76,0.9394,0.9166,132,134,0.0398,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Nutrition Deficiency/Nutrition Deficiency00294.JPG,Pepper,Pepper_Nutrition_Deficiency,test,Field,1000,1000,27,62.99,0.9498,0.9293,495,494,0.011,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot114.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,9,42.4,0.9364,0.9107,123,131,0.0322,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/b76271aa-ca0b-44ac-a6f9-379ef70ef443___JR_B.Spot_3389_180deg.JPG,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,18,47.26,0.9303,0.909,129,112,0.0886,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot1250.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,20,41.93,0.9277,0.9047,127,112,0.0886,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___healthy/b2045348-8e3f-408f-89c0-5546d59a3f9a___JR_HL 8370.JPG",Pepper,Pepper_Healthy,test,Laboratory,256,256,16,52.22,0.9386,0.9168,129,137,0.05,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot665.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,22,49.05,0.937,0.9142,129,119,0.05,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot2760.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,6,45.49,0.9296,0.9077,119,141,0.0873,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
